"site_id","name","lat","lon","acres","state","notes"
"WA-DC-0011","Cogent Tacoma","47.25288","-122.44429","","WA","Status: operational; City: Tacoma"
"FL-DC-0007","Cogent Tampa","27.94752","-82.45843","","FL","Status: operational; City: Tampa"
"VA-DC-0038","Cogent Vienna VA","38.90122","-77.26526","","VA","Status: operational; City: Vienna"
"DC-DC-0002","Cogent Washington DC","38.89511","-77.03637","","DC","Status: operational; City: Washington"
"MA-DC-0004","Cogent Worcester","42.3514","-71.90774","","MA","Status: operational; City: Worcester"
"VA-DC-0039","Cologix Ashburn","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"OH-DC-0016","Cologix Columbus COL1","39.96118","-82.99879","","OH","Status: operational; City: Columbus"
"OH-DC-0017","Cologix Columbus COL2","39.96118","-82.99879","","OH","Status: operational; City: Columbus"
"OH-DC-0018","Cologix Columbus COL3","39.96118","-82.99879","","OH","Status: operational; City: Columbus"
"OH-DC-0019","Cologix Columbus COL4","39.96118","-82.99879","","OH","Status: operational; City: Columbus"
"OH-DC-0020","Cologix Columbus COL5","40.1984","-83.01018","","OH","Status: operational; City: Lewis Center"
"TX-DC-0033","Cologix Dallas DAL1","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0034","Cologix Dallas DAL2","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0035","Cologix Dallas DAL3","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"IA-DC-0003","Cologix Des Moines DSM1","40.92318","-91.18147","","IA","Status: operational; City: Des Moines"
"IA-DC-0004","Cologix Des Moines DSM2","42.52776","-92.44547","","IA","Status: operational; City: Cedar Falls"
"FL-DC-0008","Cologix Jacksonville JAX1","30.33218","-81.65565","","FL","Status: operational; City: Jacksonville"
"FL-DC-0009","Cologix Jacksonville JAX2","30.33218","-81.65565","","FL","Status: operational; City: Jacksonville"
"FL-DC-0010","Cologix Lakeland","28.03947","-81.9498","","FL","Status: operational; City: Lakeland"
"MN-DC-0009","Cologix Minneapolis MIN1","44.97997","-93.26384","","MN","Status: operational; City: Minneapolis"
"MN-DC-0010","Cologix Minneapolis MIN2","44.97997","-93.26384","","MN","Status: operational; City: Minneapolis"
"MN-DC-0011","Cologix Minneapolis MIN3","44.97997","-93.26384","","MN","Status: operational; City: Minneapolis"
"MN-DC-0012","Cologix Minneapolis MIN4","44.97997","-93.26384","","MN","Status: operational; City: Minneapolis"
"MN-DC-0013","Cologix Minneapolis MIN5","44.97997","-93.26384","","MN","Status: operational; City: Minneapolis"
"NJ-DC-0007","Cologix New Jersey NNJ2","40.82204","-74.44876","","NJ","Status: operational; City: Cedar Knolls"
"NJ-DC-0008","Cologix New Jersey NNJ3","40.85788","-74.42599","","NJ","Status: operational; City: Parsippany"
"NJ-DC-0009","Cologix New Jersey NNJ4","40.82204","-74.44876","","NJ","Status: operational; City: Cedar Knolls"
"CA-DC-0032","Cologix Silicon Valley","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"TX-DC-0036","Compass Allen","33.10317","-96.67055","","TX","Status: operational; City: Allen"
"MA-DC-0005","Compass Boston","42.35843","-71.05977","","MA","Status: announced; City: Boston"
"OH-DC-0021","Compass Columbus 01","39.96118","-82.99879","","OH","Status: operational; City: Columbus"
"OH-DC-0022","Compass Columbus 02","39.96118","-82.99879","","OH","Status: under_construction; City: Columbus"
"TN-DC-0006","Compass Franklin (TN)","35.15496","-86.09218","","TN","Status: operational; City: Franklin"
"IL-DC-0012","Compass Illinois Campus","41.39753","-90.89959","","IL","Status: operational; City: Illinois City"
"ID-DC-0001","Compass Meridian (Nampa)","43.54072","-116.56346","","ID","Status: operational; City: Nampa"
"MN-DC-0014","Compass Minneapolis","44.79802","-93.5269","","MN","Status: operational; City: Shakopee"
"TN-DC-0007","Compass Nashville","36.16589","-86.78444","","TN","Status: operational; City: Nashville"
"VA-DC-0040","Compass Northern Virginia (Leesburg)","39.11566","-77.5636","","VA","Status: operational; City: Leesburg"
"AZ-DC-0015","Compass Phoenix (Goodyear)","33.43532","-112.35821","","AZ","Status: operational; City: Goodyear"
"AZ-DC-0016","Compass PHX II Campus","33.61309","-112.3246","","AZ","Status: operational; City: El Mirage"
"OR-DC-0007","Compass Portland OR","45.52345","-122.67621","","OR","Status: announced; City: Portland"
"NC-DC-0007","Compass Raleigh","35.7721","-78.63861","","NC","Status: announced; City: Raleigh"
"TX-DC-0037","Compass Red Oak Campus","32.51764","-96.80444","","TX","Status: operational; City: Red Oak"
"NV-DC-0003","Compass Reno NV","39.52963","-119.8138","","NV","Status: announced; City: Reno"
"OK-DC-0006","Compass Tulsa","36.12108","-95.94148","","OK","Status: announced; City: Tulsa"
"NM-DC-0001","Connect Albuquerque","35.08449","-106.65114","","NM","Status: permitting; City: Albuquerque"
"IL-DC-0013","Connect Chicago","41.91253","-88.13479","","IL","Status: under_construction; City: Carol Stream"
"IA-DC-0005","Connect Des Moines","40.92318","-91.18147","","IA","Status: operational; City: Des Moines"
"MN-DC-0015","Connect Eagan","44.80413","-93.16689","","MN","Status: under_construction; City: Eagan"
"TX-DC-0038","Connect El Paso","31.76855","-106.23483","","TX","Status: permitting; City: El Paso"
"KS-DC-0004","Connect Olathe","38.8814","-94.81913","","KS","Status: operational; City: Olathe"
"NE-DC-0004","Connect Papillion","41.15444","-96.04224","","NE","Status: under_construction; City: Papillion"
"NV-DC-0004","Connect Reno","39.52963","-119.8138","","NV","Status: approved; City: Reno"
"TX-DC-0039","Connect Temple","31.09823","-97.34278","","TX","Status: permitting; City: Temple"
"AL-DC-0001","Core Scientific Auburn 1","32.60986","-85.48078","","AL","Status: operational; City: Auburn"
"TX-DC-0040","Core Scientific Austin 1","29.88702","-96.27791","","TX","Status: operational; City: Austin"
"KY-DC-0002","Core Scientific Calvert 1 2 3","37.03339","-88.35004","","KY","Status: operational; City: Calvert City"
"TX-DC-0041","Core Scientific Cottonwood 1 & 2","30.78106","-102.72357","","TX","Status: operational; City: Pecos"
"GA-DC-0006","Core Scientific Dalton 1 & 2","34.7698","-84.97022","","GA","Status: operational; City: Dalton"
"GA-DC-0007","Core Scientific Dalton 3","34.7698","-84.97022","","GA","Status: operational; City: Dalton"
"GA-DC-0008","Core Scientific Dalton 4","34.7698","-84.97022","","GA","Status: under_construction; City: Dalton"
"TX-DC-0042","Core Scientific Denton 1","32.25874","-99.53952","","TX","Status: operational; City: Denton"
"ND-DC-0004","Core Scientific Grand Forks 1","47.92192","-97.45693","","ND","Status: operational; City: Grand Forks"
"NC-DC-0008","Core Scientific Marble 1","35.17509","-83.92491","","NC","Status: operational; City: Marble"
"OK-DC-0007","Core Scientific Muskogee 1","35.61613","-95.37953","","OK","Status: operational; City: Muskogee"
"GA-DC-0009","CoreSite AT1","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"GA-DC-0010","CoreSite AT2","33.9526","-84.54993","","GA","Status: operational; City: Marietta"
"MA-DC-0006","CoreSite BO1","42.3876","-71.0995","","MA","Status: operational; City: Somerville"
"IL-DC-0014","CoreSite CH1","41.85003","-87.65005","","IL","Status: operational; City: Chicago"
"IL-DC-0015","CoreSite CH2","41.85003","-87.65005","","IL","Status: operational; City: Chicago"
"DC-DC-0003","CoreSite DC1","38.89511","-77.03637","","DC","Status: operational; City: Washington"
"DC-DC-0004","CoreSite DC2","38.89511","-77.03637","","DC","Status: operational; City: Washington"
"CO-DC-0002","CoreSite DE1","39.76204","-104.87635","","CO","Status: operational; City: Denver"
"CO-DC-0003","CoreSite DE2","39.76204","-104.87635","","CO","Status: operational; City: Denver"
"CO-DC-0004","CoreSite DE3","39.76204","-104.87635","","CO","Status: operational; City: Denver"
"CA-DC-0033","CoreSite LA1","34.19801","-118.26102","","CA","Status: operational; City: Los Angeles"
"CA-DC-0034","CoreSite LA2","34.19801","-118.26102","","CA","Status: operational; City: Los Angeles"
"CA-DC-0035","CoreSite LA3","34.19801","-118.26102","","CA","Status: operational; City: Los Angeles"
"FL-DC-0011","CoreSite MI1","25.77427","-80.19366","","FL","Status: operational; City: Miami"
"FL-DC-0012","CoreSite MI2","25.81954","-80.35533","","FL","Status: operational; City: Doral"
"NY-DC-0006","CoreSite NY1","40.77427","-73.96981","","NY","Status: operational; City: New York"
"NJ-DC-0010","CoreSite NY2","40.78955","-74.05653","","NJ","Status: operational; City: Secaucus"
"NJ-DC-0011","CoreSite NY3","40.78955","-74.05653","","NJ","Status: operational; City: Secaucus"
"FL-DC-0013","CoreSite OR1","28.53834","-81.37924","","FL","Status: operational; City: Orlando"
"CA-DC-0036","CoreSite SV1","37.33939","-121.89496","","CA","Status: operational; City: San Jose"
"CA-DC-0037","CoreSite SV2","37.42827","-121.90662","","CA","Status: operational; City: Milpitas"
"CA-DC-0038","CoreSite SV3","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0039","CoreSite SV4","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0040","CoreSite SV7","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0041","CoreSite SV8","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"VA-DC-0041","CoreSite VA1","38.96872","-77.3411","","VA","Status: operational; City: Reston"
"VA-DC-0042","CoreSite VA2","38.96872","-77.3411","","VA","Status: operational; City: Reston"
"VA-DC-0043","CoreSite VA3","38.96872","-77.3411","","VA","Status: operational; City: Reston"
"TX-DC-0043","CoreWeave Austin","29.88702","-96.27791","","TX","Status: operational; City: Austin"
"VA-DC-0044","CoreWeave Chester","37.35682","-77.44165","","VA","Status: operational; City: Chester"
"GA-DC-0011","CoreWeave Douglasville","33.7515","-84.74771","","GA","Status: operational; City: Douglasville"
"OR-DC-0008","CoreWeave Hillsboro","45.52289","-122.98983","","OR","Status: operational; City: Hillsboro"
"TX-DC-0044","CoreWeave Plano","33.01984","-96.69889","","TX","Status: operational; City: Plano"
"NJ-DC-0012","CoreWeave Secaucus","40.78955","-74.05653","","NJ","Status: operational; City: Secaucus"
"IL-DC-0016","CoreWeave US Central ORD1","42.00392","-87.97035","","IL","Status: operational; City: Elk Grove Village"
"NJ-DC-0013","CoreWeave US East LGA1","40.76955","-74.02042","","NJ","Status: operational; City: Weehawken"
"NV-DC-0005","CoreWeave US West LAS1","36.17497","-115.13722","","NV","Status: operational; City: Las Vegas"
"VA-DC-0045","Corscale Gainesville Crossing","38.79567","-77.61388","","VA","Status: operational; City: Gainesville"
"VA-DC-0046","Corscale Kincora","39.00622","-77.4286","","VA","Status: permitting; City: Sterling"
"IN-DC-0005","CRG Clayco - Confidential Client Indiana Campus","41.68338","-86.25001","","IN","Status: operational; City: South Bend"
"MO-DC-0004","CRG Clayco - Festus Data Center Campus","38.22061","-90.39595","","MO","Status: announced; City: Festus"
"AZ-DC-0017","CRG Clayco - Mesa Arizona Campus","33.42227","-111.82264","","AZ","Status: operational; City: Mesa"
"TX-DC-0045","Crusoe Abilene","32.44874","-99.73314","","TX","Status: operational; City: Abilene"
"TX-DC-0046","Crusoe Abilene Microsoft Campus","32.44874","-99.73314","","TX","Status: under_construction; City: Abilene"
"MT-DC-0002","Crusoe Modular DFM Sites","47.71668","-104.15633","","MT","Status: operational; City: Sidney"
"ND-DC-0005","Crusoe Modular DFM Sites","48.14697","-103.61797","","ND","Status: operational; City: Williston"
"TX-DC-0047","Crusoe Modular DFM Sites","31.86917","-102.03162","","TX","Status: operational; City: Midland"
"WY-DC-0002","Crusoe Wyoming Campus (Project Jade)","41.13998","-104.82025","","WY","Status: approved; City: Cheyenne"
"VA-DC-0047","Csquare - Ashburn Campus","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"MA-DC-0007","Csquare - Boston Data Center","42.35843","-71.05977","","MA","Status: operational; City: Boston"
"OH-DC-0023","Csquare - Columbus Data Center","39.96118","-82.99879","","OH","Status: operational; City: Columbus"
"TX-DC-0048","Csquare - Dallas Data Center","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0049","Csquare - Fort Worth Data Center","32.72541","-97.32085","","TX","Status: operational; City: Fort Worth"
"MN-DC-0016","Csquare - Minneapolis Data Center","44.97997","-93.26384","","MN","Status: operational; City: Minneapolis"
"TN-DC-0008","Csquare - Nashville Data Center","36.16589","-86.78444","","TN","Status: operational; City: Nashville"
"NC-DC-0009","Csquare - Raleigh Data Center","35.7721","-78.63861","","NC","Status: operational; City: Raleigh"
"VA-DC-0048","Csquare - Sterling Campus","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"OK-DC-0008","Csquare - Tulsa Data Center","36.12108","-95.94148","","OK","Status: operational; City: Tulsa"
"VA-DC-0049","Culpeper Acquisitions Brandy Station","38.50179","-77.89361","","VA","Status: rejected; City: Brandy Station"
"TX-DC-0050","CyrusOne / Calpine DFW10","31.95182","-97.3214","","TX","Status: under_construction; City: Whitney"
"TX-DC-0051","CyrusOne / Calpine DFW11","31.95182","-97.3214","","TX","Status: under_construction; City: Whitney"
"TX-DC-0052","CyrusOne / Calpine DFW17","31.95182","-97.3214","","TX","Status: announced; City: Whitney"
"TX-DC-0053","CyrusOne / Calpine DFW17B","31.95182","-97.3214","","TX","Status: announced; City: Whitney"
"TX-DC-0054","CyrusOne / Calpine DFW17C","31.95182","-97.3214","","TX","Status: announced; City: Whitney"
"TX-DC-0055","CyrusOne / Calpine Freestone","31.72461","-96.16525","","TX","Status: announced; City: Fairfield"
"TX-DC-0056","CyrusOne AUS2","29.88702","-96.27791","","TX","Status: operational; City: Austin"
"TX-DC-0057","CyrusOne AUS3","29.88702","-96.27791","","TX","Status: operational; City: Austin"
"MA-DC-0020","CyrusOne Boston / Devens","42.5447","-71.61318","","MA","Status: unresearchable; City: Devens"
"IL-DC-0017","CyrusOne CHI1-CHI3","41.76058","-88.32007","","IL","Status: operational; City: Aurora"
"IL-DC-0018","CyrusOne CHI5","41.88003","-88.00784","","IL","Status: operational; City: Lombard"
"IL-DC-0019","CyrusOne CHI6 / Wood Dale","41.96336","-87.97896","","IL","Status: announced; City: Wood Dale"
"OH-DC-0024","CyrusOne CIN2","39.12711","-84.51439","","OH","Status: operational; City: Cincinnati"
"OH-DC-0025","CyrusOne CIN3","39.36006","-84.30994","","OH","Status: operational; City: Mason"
"OH-DC-0026","CyrusOne CIN4","39.19553","-84.54277","","OH","Status: operational; City: Hamilton"
"OH-DC-0027","CyrusOne CIN5","39.43534","-84.20299","","OH","Status: operational; City: Lebanon"
"KY-DC-0003","CyrusOne CIN6","38.99895","-84.62661","","KY","Status: operational; City: Florence"
"OH-DC-0028","CyrusOne CIN97","39.232","-84.37827","","OH","Status: operational; City: Blue Ash"
"TX-DC-0058","CyrusOne DFW1","32.95373","-96.89028","","TX","Status: operational; City: Carrollton"
"TX-DC-0059","CyrusOne DFW2","33.04623","-96.99417","","TX","Status: operational; City: Lewisville"
"TX-DC-0060","CyrusOne DFW3-DFW5","33.10317","-96.67055","","TX","Status: operational; City: Allen"
"NC-DC-0010","CyrusOne DUR1","36.036","-78.87632","","NC","Status: operational; City: Durham"
"TX-DC-0061","CyrusOne HOU3-HOU4","31.31773","-95.42268","","TX","Status: operational; City: Houston"
"AZ-DC-0018","CyrusOne Mesa","33.42227","-111.82264","","AZ","Status: permitting; City: Mesa"
"VA-DC-0050","CyrusOne NVA1-NVA3","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"VA-DC-0051","CyrusOne NVA14","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0052","CyrusOne NVA4","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"VA-DC-0053","CyrusOne NVA5-NVA7","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"VA-DC-0054","CyrusOne NVA8","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"VA-DC-0055","CyrusOne NVA9","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"NJ-DC-0014","CyrusOne NYM1","40.56351","-74.61631","","NJ","Status: operational; City: Somerset"
"CT-DC-0001","CyrusOne NYM10","41.05343","-73.53873","","CT","Status: operational; City: Stamford"
"NJ-DC-0015","CyrusOne NYM2","40.91677","-74.17181","","NJ","Status: operational; City: Totowa"
"CT-DC-0002","CyrusOne NYM5","41.1176","-73.4079","","CT","Status: operational; City: Norwalk"
"NY-DC-0007","CyrusOne NYM7","41.59648","-73.91097","","NY","Status: operational; City: Wappingers Falls"
"IA-DC-0006","CyrusOne OCB1","41.26194","-95.86083","","IA","Status: operational; City: Council Bluffs"
"AZ-DC-0019","CyrusOne PHX1-PHX8","33.30616","-111.84125","","AZ","Status: operational; City: Chandler"
"WA-DC-0012","CyrusOne PNW1","47.2343","-119.85255","","WA","Status: operational; City: Quincy"
"UT-DC-0024","CyrusOne Salt Lake City","40.76078","-111.89105","","UT","Status: unresearchable; City: Salt Lake City"
"TX-DC-0062","CyrusOne SAT1","29.42412","-98.49363","","TX","Status: operational; City: San Antonio"
"TX-DC-0063","CyrusOne SAT2-SAT4","29.42412","-98.49363","","TX","Status: operational; City: San Antonio"
"TX-DC-0064","CyrusOne SAT5-SAT6","29.42412","-98.49363","","TX","Status: operational; City: San Antonio"
"CA-DC-0042","CyrusOne SCV1","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"IL-DC-0020","CyrusOne Yorkville Bldg 1","41.64114","-88.44729","","IL","Status: approved; City: Yorkville"
"IL-DC-0021","CyrusOne Yorkville Bldg 2","41.64114","-88.44729","","IL","Status: approved; City: Yorkville"
"IL-DC-0022","CyrusOne Yorkville Bldg 3","41.64114","-88.44729","","IL","Status: approved; City: Yorkville"
"IL-DC-0023","CyrusOne Yorkville Bldg 4","41.64114","-88.44729","","IL","Status: approved; City: Yorkville"
"IL-DC-0024","CyrusOne Yorkville Bldg 5","41.64114","-88.44729","","IL","Status: approved; City: Yorkville"
"IL-DC-0025","CyrusOne Yorkville Bldg 6","41.64114","-88.44729","","IL","Status: approved; City: Yorkville"
"IL-DC-0026","CyrusOne Yorkville Bldg 7","41.64114","-88.44729","","IL","Status: approved; City: Yorkville"
"IL-DC-0027","CyrusOne Yorkville Bldg 8","41.64114","-88.44729","","IL","Status: approved; City: Yorkville"
"IL-DC-0028","CyrusOne Yorkville Bldg 9","41.64114","-88.44729","","IL","Status: approved; City: Yorkville"
"GA-DC-0012","Data Center - 0 Social Circle Parkway","33.65623","-83.71823","","GA","Status: permitting; City: Social Circle"
"MN-DC-0017","DataBank 10300 6th Ave","45.01052","-93.45551","","MN","Status: operational; City: Plymouth"
"MD-DC-0003","DataBank 111 Market Pl","38.48484","-75.82466","","MD","Status: operational; City: Baltimore"
"GA-DC-0013","DataBank ATL1","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"GA-DC-0014","DataBank ATL2","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"GA-DC-0015","DataBank ATL3","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"GA-DC-0016","DataBank ATL4","33.749","-84.38798","","GA","Status: under_construction; City: Atlanta"
"TX-DC-0065","DataBank AUS1","29.88702","-96.27791","","TX","Status: operational; City: Austin"
"TN-DC-0009","DataBank BNA1","36.16589","-86.78444","","TN","Status: operational; City: Nashville"
"MA-DC-0008","DataBank BOS1","42.35843","-71.05977","","MA","Status: operational; City: Boston"
"MD-DC-0004","DataBank BWI1","38.48484","-75.82466","","MD","Status: operational; City: Baltimore"
"OH-DC-0029","DataBank CIN1","39.12711","-84.51439","","OH","Status: announced; City: Cincinnati"
"OH-DC-0030","DataBank CLE1","41.4995","-81.69541","","OH","Status: operational; City: Cleveland"
"OH-DC-0031","DataBank COL1","39.96118","-82.99879","","OH","Status: operational; City: Columbus"
"VA-DC-0056","DataBank Culpeper","38.48606","-77.95589","","VA","Status: under_construction; City: Culpeper"
"CO-DC-0005","DataBank DEN1","39.64777","-104.98776","","CO","Status: operational; City: Englewood"
"CO-DC-0006","DataBank DEN2","39.57916","-104.87692","","CO","Status: operational; City: Centennial"
"CO-DC-0007","DataBank DEN3","39.76204","-104.87635","","CO","Status: operational; City: Denver"
"CO-DC-0008","DataBank DEN4","39.83665","-105.0372","","CO","Status: operational; City: Westminster"
"TX-DC-0066","DataBank DFW1","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0067","DataBank DFW10","32.51764","-96.80444","","TX","Status: under_construction; City: Red Oak"
"TX-DC-0068","DataBank DFW11","32.51764","-96.80444","","TX","Status: under_construction; City: Red Oak"
"TX-DC-0069","DataBank DFW2","32.94818","-96.72972","","TX","Status: operational; City: Richardson"
"TX-DC-0070","DataBank DFW3","33.01984","-96.69889","","TX","Status: operational; City: Plano"
"TX-DC-0071","DataBank DFW5","32.76663","-96.77787","","TX","Status: announced; City: Dallas"
"TX-DC-0072","DataBank DFW6","32.76663","-96.77787","","TX","Status: announced; City: Dallas"
"NJ-DC-0016","DataBank EWR1 (Newark)","40.73566","-74.17237","","NJ","Status: operational; City: Newark"
"NJ-DC-0017","DataBank EWR2 (Piscataway)","40.49927","-74.39904","","NJ","Status: operational; City: Piscataway"
"TX-DC-0073","DataBank HOU2","31.31773","-95.42268","","TX","Status: operational; City: Houston"
"TX-DC-0074","DataBank HOU3","31.31773","-95.42268","","TX","Status: operational; City: Houston"
"TX-DC-0075","DataBank HOU5","31.31773","-95.42268","","TX","Status: operational; City: Houston"
"VA-DC-0057","DataBank IAD1","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"IN-DC-0006","DataBank IND1","39.76838","-86.15804","","IN","Status: operational; City: Indianapolis"
"IN-DC-0007","DataBank IND2","39.76838","-86.15804","","IN","Status: operational; City: Indianapolis"
"FL-DC-0014","DataBank JAX1","30.33218","-81.65565","","FL","Status: operational; City: Jacksonville"
"NV-DC-0006","DataBank LAS1","36.17497","-115.13722","","NV","Status: operational; City: Las Vegas"
"CA-DC-0043","DataBank LAX1 (707 Wilshire)","34.19801","-118.26102","","CA","Status: operational; City: Los Angeles"
"CA-DC-0044","DataBank LAX2 (Vernon)","34.0039","-118.23007","","CA","Status: under_construction; City: Vernon"
"NY-DC-0008","DataBank LGA1 (Orangeburg)","41.04649","-73.94958","","NY","Status: operational; City: Orangeburg"
"NY-DC-0009","DataBank LGA2 (60 Hudson)","40.77427","-73.96981","","NY","Status: operational; City: New York"
"NY-DC-0010","DataBank LGA3 (111 8th Ave)","40.77427","-73.96981","","NY","Status: operational; City: New York"
"KS-DC-0005","DataBank MCI1","38.95362","-94.73357","","KS","Status: operational; City: Lenexa"
"KS-DC-0006","DataBank MCI2","38.98223","-94.67079","","KS","Status: operational; City: Overland Park"
"KS-DC-0007","DataBank MCI3","38.95362","-94.73357","","KS","Status: operational; City: Lenexa"
"TN-DC-0010","DataBank MEM1","35.14953","-90.04898","","TN","Status: operational; City: Memphis"
"FL-DC-0015","DataBank MIA1","25.77427","-80.19366","","FL","Status: operational; City: Miami"
"MN-DC-0018","DataBank MSP1","44.88969","-93.34995","","MN","Status: operational; City: Edina"
"MN-DC-0019","DataBank MSP2","44.80413","-93.16689","","MN","Status: operational; City: Eagan"
"MN-DC-0020","DataBank MSP3","45.09413","-93.35634","","MN","Status: operational; City: Brooklyn Park"
"MN-DC-0021","DataBank MSP4","44.97997","-93.26384","","MN","Status: operational; City: Minneapolis"
"IL-DC-0029","DataBank ORD3","42.06642","-87.93729","","IL","Status: operational; City: Mount Prospect"
"IL-DC-0030","DataBank ORD4","41.83281","-87.92895","","IL","Status: operational; City: Oak Brook"
"PA-DC-0006","DataBank PHL1","40.00764","-75.13396","","PA","Status: operational; City: Philadelphia"
"AZ-DC-0020","DataBank PHX1","33.44838","-112.07404","","AZ","Status: operational; City: Phoenix"
"AZ-DC-0021","DataBank PHX2","33.44838","-112.07404","","AZ","Status: operational; City: Phoenix"
"PA-DC-0007","DataBank PIT1","40.44062","-79.99589","","PA","Status: operational; City: Pittsburgh"
"PA-DC-0008","DataBank PIT2","40.44062","-79.99589","","PA","Status: operational; City: Pittsburgh"
"CA-DC-0045","DataBank SAN1","33.0282","-116.77021","","CA","Status: operational; City: San Diego"
"WA-DC-0013","DataBank SEA1","47.60621","-122.33207","","WA","Status: operational; City: Seattle"
"WA-DC-0014","DataBank SEA2","47.47399","-122.26096","","WA","Status: operational; City: Tukwila"
"WA-DC-0015","DataBank SEA3","47.47399","-122.26096","","WA","Status: operational; City: Tukwila"
"CA-DC-0046","DataBank SJC1","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"UT-DC-0005","DataBank SLC1","40.76078","-111.89105","","UT","Status: operational; City: Salt Lake City"
"UT-DC-0006","DataBank SLC2","40.48967","-111.93882","","UT","Status: operational; City: Bluffdale"
"UT-DC-0007","DataBank SLC3","40.48967","-111.93882","","UT","Status: operational; City: Bluffdale"
"UT-DC-0008","DataBank SLC5","40.48967","-111.93882","","UT","Status: operational; City: Bluffdale"
"CA-DC-0047","DataBank SNA1 (Irvine)","33.66946","-117.82311","","CA","Status: operational; City: Irvine"
"TX-DC-0076","DataBank Waco","31.54933","-97.14667","","TX","Status: announced; City: Waco"
"GA-DC-0017","DC BLOX Atlanta East","33.66761","-84.01769","","GA","Status: under_construction; City: Conyers"
"GA-DC-0018","DC BLOX Atlanta West","33.794","-84.66049","","GA","Status: under_construction; City: Lithia Springs"
"AL-DC-0002","DC BLOX Birmingham","33.52066","-86.80249","","AL","Status: operational; City: Birmingham"
"TN-DC-0011","DC BLOX Chattanooga","35.04563","-85.30968","","TN","Status: operational; City: Chattanooga"
"SC-DC-0002","DC BLOX Greenville","34.51266","-79.8509","","SC","Status: operational; City: Greenville"
"NC-DC-0011","DC BLOX High Point","35.95569","-80.00532","","NC","Status: announced; City: High Point"
"AL-DC-0003","DC BLOX Huntsville","34.7304","-86.58594","","AL","Status: operational; City: Huntsville"
"AL-DC-0004","DC BLOX Montgomery","33.56455","-86.01525","","AL","Status: announced; City: Montgomery"
"SC-DC-0003","DC BLOX Myrtle Beach","33.68906","-78.88669","","SC","Status: operational; City: Myrtle Beach"
"SC-DC-0004","DC BLOX North Augusta","33.5018","-81.96512","","SC","Status: announced; City: North Augusta"
"FL-DC-0016","DC BLOX Palm Coast","29.58497","-81.20784","","FL","Status: under_construction; City: Palm Coast"
"MI-DC-0006","Deep Green Lansing","42.73253","-84.55553","","MI","Status: cancelled; City: Lansing"
"MI-DC-0007","Deep Green Lansing DG06","42.73253","-84.55553","","MI","Status: cancelled; City: Lansing"
"FL-DC-0017","Deltona Corp","28.85165","-82.4876","","FL","Status: announced; City: Lecanto"
"FL-DC-0018","Deltona Corp Lecanto Data Center","28.85165","-82.4876","","FL","Status: announced; City: Lecanto"
"WI-DC-0004","Digital Power Optimization Wisconsin Rapids","44.38358","-89.81735","","WI","Status: under_construction; City: Wisconsin Rapids"
"VA-DC-0058","Digital Realty Ashburn ACC2","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0059","Digital Realty Ashburn ACC3","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0060","Digital Realty Ashburn ACC4","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0061","Digital Realty Ashburn ACC5","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0062","Digital Realty Ashburn ACC6","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0063","Digital Realty Ashburn ACC7","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0064","Digital Realty Ashburn Campus Total","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0065","Digital Realty Ashburn IAD12","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0066","Digital Realty Ashburn IAD14","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
